場所名稱,場所縣市,場所區域,場所地址,場所分類,場所類型,其他類型,場所描述,AED放置地點,AED地點描述,地點LAT,地點LNG,全年全天開放大眾使用,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,開放時間緊急連絡電話
新北市三重區中央公有零售市場,新北市,三重區,中央北路26號,其他,其他場所,市場,,市場1樓後門佈告欄旁,市場1樓後門佈告欄旁,25.064296,121.500576,X,08:00,13:00,08:00,13:00,08:00,13:00,星期一休市,2972-4991
臺南市南區喜樹圖書館,台南市,南區,喜樹路179號,休閒場所,圖書館,,,一樓服務櫃台旁,放置於一樓查詢電腦旁,22.956352,120.187794,X,08:00,21:00,08:00,21:00,08:00,21:00,"星期一與國定假日休館不開放
星期二開放時間8:00~17:00",06-2625743
臺中市龍井區公所,台中市,龍井區,龍泉里沙田路4段247號,其他,其他場所,行政大樓,,臺中市龍井區公所,大門服務台,24.192682,120.545998,X,08:00,17:00,,,,,,04-26352411-1253
新北市蘆洲區永平公有零售市場,新北市,蘆洲區,永平街1號,其他,其他場所,市場,,市場1樓側門(往廣場門)旁,市場1樓側門(往廣場門)旁,25.090398,121.459248,X,06:00,13:00,06:00,13:00,06:00,13:00,星期一休市,(02)2281-7273
新北市汐止區忠厚公有零售市場,新北市,汐止區,樟樹一路137巷26號,其他,其他場所,市場,,市場1樓共食區旁,市場1樓共食區旁,25.065988,121.640863,X,07:00,13:00,07:00,13:00,07:00,13:00,星期一休市,(02)8646-2231
新北市土城區頂埔公有零售市場,新北市,土城區,中州路28巷30號,其他,其他場所,市場,,市場2樓三商大美超市內,市場2樓三商大美超市內,24.957947,121.415256,X,00:00,23:59,00:00,23:59,00:00,23:59,24hr,(02)22765006
新北市瑞芳區第一公有零售市場,新北市,瑞芳區,明燈路3段2號,其他,其他場所,市場,,市場1樓廁所旁,市場1樓廁所旁,25.107567,121.809137,X,00:00,23:59,00:00,23:59,00:00,23:59,"每周一休市
24hr 開放",(02)2497-4251
新北市貢寮區澳底公有零售市場,新北市,貢寮區,仁愛路79號,其他,其他場所,市場,,市場1樓,市場1樓門口旁,25.054666,121.926828,X,06:00,12:00,06:00,12:00,06:00,12:00,星期一休市,(02)2497-4251
新北市政府警察局金山分局中角派出所,新北市,金山區,永興里濆水7之2號,其他,其他場所,派出所,,派出所1樓,進大門值班台左後方檔案室前,25.265349,121.629634,X,06:00,22:00,06:00,22:00,06:00,22:00,,(02)24982136
桃園大眾捷運股份有限公司A14a機場旅館站,桃園市,大園區,航站南路1之2號,交通要衝,捷運站,,桃園捷運A14a機場旅館站,穿堂層詢問處附近(付費區),穿堂層詢問處附近(付費區),25.068402,121.220824,X,06:00,23:00,06:00,23:00,06:00,23:00,,(03)286-8789
新北市政府警察局交通警察大隊中和分隊,新北市,中和區,民安街158號,其他,其他場所,警察機關,本場所24小時服務。,交通分隊一樓,進大門入口右側,24.999885,121.47607,X,00:00,23:59,00:00,23:59,00:00,23:59,,02-22211890
晟田工業科技股份有限公司,高雄市,路竹區,北嶺二路11號,其他,其他場所,機械加工廠,,晟田工業科技股份有限公司,晟田工業科技股份有限公司大廳內右側,22.825813,120.272641,X,00:00,23:59,00:00,23:59,00:00,23:59,,07-6955331#7112
基隆市建德國民小學,基隆市,安樂區,安和一街392號,學校、集會場所或特殊機構,國小,,位於長庚醫院後方,基隆市建德國小健康中心,放於健康中心門前門旁邊,25.124624,121.722469,X,07:00,17:00,,,,,,24334216*1028
石上實業有限公司,新竹縣,尖石鄉,嘉樂村7鄰45號,公眾浴場或溫泉區,溫泉區,,,石上湯屋D棟,接待中心後方斜坡左手邊D001前,24.729509,121.222275,X,09:00,22:00,09:00,23:00,09:00,23:00,,03-5842605
新北市政府警察局三峽分局偵查隊,新北市,三峽區,中正路一段48號,其他,其他場所,警察分局,,偵查隊一樓辦公室,辦公室前方,24.930532,121.375224,X,00:00,23:59,00:00,23:59,00:00,23:59,24小時開放,26739576
高雄市仁武區仁武國民小學,高雄市,仁武區,中正路94號,學校、集會場所或特殊機構,國小,,,辦公室走廊,辦公室走廊靠近穿堂,22.701564,120.348905,X,,,,,,,全天開放,07-3711126
臺中市外埔區公所,台中市,外埔區,大同里六分路390號,其他,其他場所,政府機關-區公所,臺中市外埔區公所1樓服務台往後門門邊,臺中市外埔區公所1樓,臺中市外埔區公所1樓服務台往後門門邊,24.332101,120.654312,X,08:00,17:00,,,,,,04-26832216#702
臺東縣安朔國小,台東縣,達仁鄉,安朔村8鄰113號,其他,其他場所,村莊集會所旁,,保健室門口,進入大門口後往前走7-8步即右轉，上階梯往走廊方向即可看到，走廊牆上掛有一個橘色廂子即AED,22.293758,120.867921,X,08:00,17:00,,,,,全年24小時採開放性不上鎖,089-702257
臺中市立圖書館外埔分館(臨時服務處),台中市,外埔區,外埔路950號,休閒場所,圖書館,圖書館,臨時服務處(農民研習中心),臨時服務處(農民研習中心1樓),農民研習中心1樓,24.332268,120.652648,X,08:30,17:30,08:30,17:30,08:30,17:30,星期一國定假日公休,04-26833596
財團法人宜蘭縣私立佛教慈善事業基金會附設幸夫愛兒園,宜蘭縣,冬山鄉,柯林路463巷50號,其他,其他場所,兒少機構,,幸夫愛兒園,大門後右方,24.683101,121.738666,X,09:00,17:30,,,,,,39515532
桃園大眾捷運股份有限公司A17領航站,桃園市,大園區,領航北路四段351號,交通要衝,捷運站,,桃園捷運A17領航站,穿堂層二號樓梯旁(付費區),穿堂層二號樓梯旁(付費區),25.022962,121.221689,X,06:00,23:00,06:00,23:00,06:00,23:00,,(03)286-8789
國立海洋科技博物館住宿設施,基隆市,中正區,北寧路446巷51號,觀光旅遊地區,直轄市、縣(市)政府主管之風景區,,國立海洋科技博物館住宿設施,國立海洋科技博物館住宿設施,國立海洋科技博物館住宿設施1樓大廳,25.138649,121.798983,X,00:00,23:59,00:00,23:59,00:00,23:59,24小時營業,02-24690731#8510
通霄濱海遊憩區,苗栗縣,通霄鎮,海濱路41-1號,觀光旅遊地區,開放觀光遊憩活動水庫,,,救生站,救生站,24.496038,120.671519,X,09:30,17:00,09:30,17:00,09:30,17:00,,037-752104
桃園大眾捷運股份有限公司A18高鐵桃園站,桃園市,中壢區,高鐵北路一段5號,交通要衝,捷運站,,桃園捷運A18高鐵桃園站,穿堂層付費區,南下電扶梯旁,25.012689,121.215709,X,06:00,23:00,06:00,23:00,06:00,23:00,,(03)286-8789
財團法人私立台東基督教阿尼色弗兒童之家,台東縣,卑南鄉,台東縣卑南鄉賓朗路260號,其他,其他場所,兒童之家,,行政大樓1樓門口前,行政大樓一進去電梯左側,22.798898,121.097524,X,08:00,17:00,08:00,17:00,,,,089-223194
新北市土城區安和國民小學,新北市,土城區,延和路23號,學校、集會場所或特殊機構,國小,,安和國小校門口內/警衛室門外,警衛室門外,安和國小校門口內/警衛室門外,24.988886,121.465019,X,08:00,16:00,,,,,,22603451
桃園大眾捷運股份有限公司(桃園捷運A1台北車站),台北市,中正區,鄭州路8號,交通要衝,捷運站,,桃園捷運A1台北車站,B1預辦登機層預辦登機區,"B1預辦登機層預辦登機區
退稅櫃台右前方柱旁，近販賣店(非付費區)",25.049258,121.512276,X,06:00,23:00,06:00,23:00,06:00,23:00,,(03)286-8789
交通部台灣鐵路管理局臺中運務段五權站,台中市,南區,臺中市南區建國南路二段201號,交通要衝,台鐵車站,,,候車室,售票窗口旁,24.118242,120.648937,X,08:00,22:20,08:00,22:00,08:00,22:00,,04-22601636
吉貝遊客中心,澎湖縣,白沙鄉,吉貝村182之2號,觀光旅遊地區,國家級風景區,,,吉貝遊客中心內,吉貝遊客中心內，大門左方靠牆處,23.738829,119.611639,X,,,,,,,08:00-17:30,(06)9911487
臺北市立至善國民中學,台北市,士林區,至善路二段360號,其他,其他場所,公家機關(教育-國民中學),,健康中心門外走廊,健康中心在教學樓1樓入口男廁旁，AED在走廊邊、為落地式，有明顯標示。,25.103587,121.555425,X,08:00,17:00,00:00,00:00,00:00,00:00,,28411350轉33
宜蘭縣蘇澳鎮蘇北社區發展協會,宜蘭縣,蘇澳鎮,蘇北里新生路8號,其他,其他場所,社區活動中心,,蘇北社區活動中心,面對大門口左手邊,24.596708,121.85059,X,09:00,17:00,,,,,,932938643
臺北市士林區三玉國民小學,台北市,士林區,天母東路116號,其他,其他場所,公家機關(教育-國民小學),臺北市士林區三玉國民小學,健康中心,健康中心,25.118013,121.537344,X,08:00,16:00,,,,,假日不開放,28751369
交通部臺灣鐵路管理局臺中運務段臺中站,台中市,中區,台中市中區台灣大道一段一號,交通要衝,台鐵車站,,,候車室,售票大廳,24.137349,120.686612,X,08:00,22:00,08:00,22:00,08:00,22:00,,04-22227236
鳳翔國民小學,高雄市,鳳山區,鳳育路63號,學校、集會場所或特殊機構,國小,,,健康中心前,本校大門口進入直走約100公尺處健康中心前,22.595606,120.341167,X,07:00,17:00,00:00,00:00,00:00,00:00,,7922751
宜蘭縣宜蘭市光復國民小學,宜蘭縣,宜蘭市,泰山路60號,學校、集會場所或特殊機構,國小,,,健康中心,健康中心門內右側,24.754525,121.747082,X,08:00,16:00,,,,,假日不開放,39357256
聖宜診所,新竹市,東區,中華路二段456號,其他,其他場所,診所,,聖宜診所-手術室,4樓手術房內,24.801709,120.970976,X,13:00,21:00,13:00,21:00,13:00,21:00,,35280858
金門縣烈嶼鄉卓環國小,金門縣,烈嶼鎮,烈嶼鄉西路23號,學校、集會場所或特殊機構,國小,,,校長室外側走廊,校長室外側走廊.靠6年級教室,25.054159,121.563862,X,,,,,,,開放空間,082-362124-20
桃園市新屋區大坡國民小學,桃園市,新屋區,大坡里5鄰5號,學校、集會場所或特殊機構,國小,,進入校門穿越球場正前方川堂右側牆壁,川堂右側牆壁,川堂右側牆壁上,24.959321,121.04211,X,07:00,17:00,08:00,16:00,08:00,16:00,,03-4768311-190
台南市新營區衛生所,台南市,新營區,三民路72號,其他,其他場所,衛生所,台南市新營區衛生所,一樓入口處,台南市新營區衛生所,23.307466,120.317153,X,11:39,11:39,,,,,,06-6355696
新北市政府環境保護局三芝區清潔隊(廚餘場),新北市,三芝區,新小基隆段埔頭坑小段68-2地號,其他,其他場所,三芝區清潔隊廚餘場,"三芝區淡金公路與淡金路2段交接處產業道路(約200公尺處,公墓旁)","大門入口正前方,地磅室內","大門入口正前方,地磅室內",25.264508,121.504547,X,06:30,17:00,06:30,17:00,,,星期三與星期日休息不開放,(02)2636-8160
高雄市左營區衛生所,高雄市,左營區,進學路4號,其他,其他場所,衛生所,,衛生所一樓,衛生所一樓服務台後方,22.687736,120.291652,X,08:00,17:30,,,,,國定例假日未開放使用,07-5817191
高雄市仁武區衛生所,高雄市,仁武區,地政街23號,其他,其他場所,衛生所,1樓服務台後方,本所一樓服務台後方,1樓大門入口右邊服務台後方,22.700835,120.351664,X,08:00,17:30,00:00,00:00,00:00,,,07*3711434
月眉國際開發股份有限公司麗寶樂園,台中市,后里區,福容路3號,觀光旅遊地區,民營遊樂業,,,馬拉灣醫護站,馬拉灣醫護站內,24.321445,120.695286,X,09:30,17:00,09:30,17:00,09:30,17:00,"暑假延長開放時間至20:00,每年開放期間為五月至十月中旬",04-25586088
仲琦科技股份有限公司,新竹市,東區,力行一路1-8號,其他,其他場所,科技公司,仲琦科技股份有限公司,仲琦科技股份有限公司,大廳,24.77131,121.018086,X,09:00,18:00,,,,,,03-5786658
臺灣臺南地方法院柳營簡易庭,台南市,柳營區,義士路五段601號,學校、集會場所或特殊機構,法院,,,1樓,1樓正門進入左側,23.291452,120.318675,X,08:00,18:00,00:00,00:00,00:00,00:00,非開放時間，如遇緊急狀況須使用，可撥打電話聯絡。,6225180
衛生福利部基隆醫院附設護理之家,基隆市,信義區,信二路268號,其他,其他場所,護理之家,,護理之家,護理之家二樓護理站前方,25.130262,121.748129,X,08:00,20:30,08:00,20:30,08:00,20:30,,(02)24292525轉8620
環球購物中心股份有限公司(林口分公司),桃園市,龜山區,復興一路8號,購物場所,百貨業,,車站型購物商場,服務台旁,大門進入服務台左方,25.060094,121.369458,X,11:00,22:30,11:00,22:00,11:00,22:00,,03-328-7599
臺北市文山區萬和里辦公處,台北市,文山區,汀洲路4段215號1樓,其他,其他場所,公家機關(民政),,關懷據點內,關懷據點內右側牆壁上,25.002948,121.535594,X,08:30,11:30,,,,,星期一至星期五下午14:00-17:00，假日不開放,932915189
交通部航港局北部航務中心,基隆市,仁愛區,港西街6號4樓,其他,其他場所,政府機關,,海港大樓4樓,海港大樓正門右手邊電梯上4樓,25.132989,121.740335,X,08:30,17:30,,,,,,02-89783504
台南市立西港國中,台南市,西港區,文化路41號,學校、集會場所或特殊機構,國中,,,學務處旁會議室,學務處旁會議室門邊,23.123854,120.205191,X,08:00,17:00,,,,,,7952071-113
高雄市那瑪夏區衛生所,高雄市,那瑪夏區,瑪雅里平和巷252號,其他,其他場所,衛生所(醫療院所),位於那瑪夏區民權平台上,門診大廳外,本所大廳外,23.238145,120.696441,X,08:00,16:00,08:00,16:00,08:00,16:00,門診時間,08:00-16:00
順武堂中醫診所,彰化縣,二林鎮,文華一街21號,學校、集會場所或特殊機構,大專院校,,,順武堂中醫診所候診大廳內,順武堂中醫診所候診大廳電動門旁,23.902096,120.372138,X,08:30,21:00,08:30,12:00,08:30,12:00,中午12:00-15:00休診,04-8961091
臺北市青少年發展處,台北市,中正區,仁愛路一段17號,其他,其他場所,公家機關(青發),仁愛路與林森南路口，近臺大醫學院,本處1樓大廳,1樓大廳服務臺與駐警櫃台間,25.038999,121.522365,X,09:00,21:00,09:00,21:00,09:00,21:00,"1、除夕及春節期間休館
2、當年度另有2次歲修日，請上網查詢。",2351-4078#1101、1753
臺北市立長安國民中學,台北市,中山區,松江路70巷11號,其他,其他場所,公家機關(教育-國民中學),,學務處前樓梯轉角處,長安國中校門口右轉學務處前樓梯轉角處,25.046389,121.533164,X,08:00,17:00,,,,,,2511-2382*123
士林203號公園,台北市,士林區,中山北路五段378巷26號,其他,其他場所,公家機關(工務-公園),,士林203號公園管理所,士林203號公園管理所,25.090522,121.530027,X,08:00,17:00,,,,,,02-28832130轉106
桃園市立楊明國中,桃園市,楊梅區,新農街337號,學校、集會場所或特殊機構,國中,,,楊明國中,在警衛室裡面,24.910671,121.155103,X,06:00,22:00,08:00,19:00,08:00,19:00,,03-4781525-503
臺北市立忠孝國民中學,台北市,大同區,西寧北路32號,其他,其他場所,公家機關(教育-國民中學),,穿堂,"進校門口,穿堂右側牆面.",25.051223,121.508218,X,08:00,17:00,00:00,00:00,00:00,00:00,,(02)25524890分機37或71或73或76
允統塑膠工業股份有限公司,台南市,永康區,尚頂路167號,其他,其他場所,工廠,,半成品區,半成品區,23.029966,120.227426,X,00:00,23:59,00:00,23:00,00:00,00:00,,06-2531264
新北市石碇區和平國民小學,新北市,石碇區,靜安路一段5號,學校、集會場所或特殊機構,大專院校,,,學校校長室門口,學校校長室門口,25.011418,121.641837,X,07:00,21:00,08:00,17:00,08:00,17:00,,26631405
臺北市內湖區康寧國民小學,台北市,內湖區,星雲街121號,其他,其他場所,公家機關(教育-國民小學),康寧國小,康寧國小操場旁文化走廊,康寧國小操場旁文化走廊,25.080064,121.594819,X,17:30,07:00,00:00,00:00,00:00,00:00,星期一至五上課時間，校園不對外開放,27901237
台北兒童福利中心,台北市,信義區,忠孝東路5段295巷8號,其他,其他場所,公家機關(社會委外),,育幼家庭1樓中庭,育幼家庭1樓中庭,25.042138,121.57265,X,08:00,19:00,,,,,,2767-9264
台中日光溫泉會館股份有限公司,台中市,北屯區,東山路二段光西巷78,公眾浴場或溫泉區,溫泉區,,,生活館一樓,AED位於生活館一樓入口處服務台,24.192871,120.744144,X,00:00,23:59,00:00,23:59,00:00,23:59,,04-22399000
桃園市政府環境清潔稽查大隊-大溪區中隊,桃園市,大溪區,永昌路,其他,其他場所,公務機關,台66線大溪端橋下垃圾車停放處及隊員休息室,台66線大溪端橋下,台66線大溪端橋下,24.898456,121.257938,X,08:00,22:00,08:00,22:00,08:00,17:00,隊員上班時間,03-3884988
